promo_id,sku_id,retailer_id,start_date,end_date,promo_type,discount_pct,incremental_units,incremental_dollars,lift_pct
PRM-006013,SKU-0125,RET-014,2024-03-16,2024-03-22,Feature,10.0,35,5072.76,35.3
PRM-006014,SKU-0125,RET-002,2024-03-16,2024-03-22,Feature,10.0,103,15592.17,40.5
PRM-006015,SKU-0125,RET-007,2024-03-16,2024-03-22,Feature,10.0,68,7099.52,25.6
PRM-006016,SKU-0126,RET-008,2023-06-24,2023-06-30,Feature,20.0,47,4305.71,55.9
PRM-006017,SKU-0126,RET-001,2023-06-24,2023-06-30,Feature,20.0,271,30018.39,67.2
PRM-006018,SKU-0126,RET-009,2023-07-01,2023-07-07,Feature,25.0,337,35076.2,82.7
PRM-006019,SKU-0126,RET-014,2023-07-01,2023-07-07,Feature,25.0,38,3349.22,67.2
PRM-006020,SKU-0126,RET-007,2023-07-01,2023-07-07,Feature,25.0,150,14764.48,93.1
PRM-006021,SKU-0126,RET-008,2023-07-01,2023-07-07,Feature,25.0,88,7585.85,75.4
PRM-006022,SKU-0126,RET-001,2023-07-01,2023-07-07,Feature,25.0,423,35836.87,68.3
PRM-006023,SKU-0126,RET-001,2023-09-23,2023-09-29,TPR,25.0,414,46267.12,102.5
PRM-006024,SKU-0126,RET-014,2023-11-04,2023-11-10,Display,20.0,44,5618.43,81.7
PRM-006025,SKU-0126,RET-008,2023-11-04,2023-11-10,Display,20.0,62,6076.1,61.2
PRM-006026,SKU-0126,RET-009,2024-03-16,2024-03-22,Feature & Display,30.0,487,46265.9,102.9
PRM-006027,SKU-0126,RET-014,2024-03-16,2024-03-22,Feature & Display,30.0,68,6701.52,109.1
PRM-006028,SKU-0126,RET-007,2024-03-16,2024-03-22,Feature & Display,30.0,167,11342.05,81.3
PRM-006029,SKU-0126,RET-001,2024-03-16,2024-03-22,Feature & Display,30.0,542,44943.13,92.4
PRM-006030,SKU-0126,RET-007,2024-06-08,2024-06-14,TPR,20.0,114,12046.03,70.9
PRM-006031,SKU-0126,RET-009,2024-07-27,2024-08-02,TPR,10.0,171,25713.19,39.7
PRM-006032,SKU-0126,RET-014,2024-07-27,2024-08-02,TPR,10.0,19,2412.53,29.5
PRM-006033,SKU-0126,RET-007,2024-08-17,2024-08-23,TPR,25.0,163,16777.54,101.9
PRM-006034,SKU-0126,RET-001,2024-08-17,2024-08-23,TPR,25.0,541,56694.2,90.7
PRM-006035,SKU-0126,RET-007,2024-09-07,2024-09-13,TPR,25.0,127,12693.38,95.8
PRM-006036,SKU-0126,RET-008,2024-09-07,2024-09-13,TPR,25.0,73,7476.03,97.4
PRM-006037,SKU-0127,RET-001,2023-02-25,2023-03-03,Display,30.0,255,22829.64,99.8
PRM-006038,SKU-0127,RET-007,2023-03-18,2023-03-24,TPR,15.0,53,5589.58,43.8
PRM-006039,SKU-0127,RET-001,2023-03-18,2023-03-24,TPR,15.0,181,23265.86,54.1
PRM-006040,SKU-0127,RET-007,2023-03-25,2023-03-31,Feature,25.0,95,7284.73,65.8
PRM-006041,SKU-0127,RET-002,2023-03-25,2023-03-31,Feature,25.0,127,15413.2,105.0
PRM-006042,SKU-0127,RET-002,2023-07-08,2023-07-14,Feature,25.0,128,14548.03,92.5
PRM-006043,SKU-0127,RET-009,2023-07-08,2023-07-14,Feature,25.0,285,24989.85,66.0
PRM-006044,SKU-0127,RET-007,2023-10-14,2023-10-20,TPR,10.0,48,6112.43,35.5
PRM-006045,SKU-0127,RET-002,2023-12-23,2023-12-29,Display,20.0,111,14233.91,78.2
PRM-006046,SKU-0127,RET-009,2023-12-23,2023-12-29,Display,20.0,214,20677.76,51.3
PRM-006047,SKU-0127,RET-009,2024-02-10,2024-02-16,Feature,15.0,94,12470.3,52.0
PRM-006048,SKU-0127,RET-009,2024-02-24,2024-03-01,Display,30.0,257,25142.99,105.0
PRM-006049,SKU-0127,RET-001,2024-02-24,2024-03-01,Display,30.0,307,26977.39,97.1
PRM-006050,SKU-0127,RET-007,2024-06-29,2024-07-05,Feature,15.0,49,5393.1,47.2
PRM-006051,SKU-0127,RET-001,2024-06-29,2024-07-05,Feature,15.0,158,17565.63,42.2
PRM-006052,SKU-0127,RET-007,2024-08-17,2024-08-23,Feature & Display,30.0,104,9802.38,122.6
PRM-006053,SKU-0127,RET-014,2024-12-07,2024-12-13,Feature,30.0,55,5387.47,105.1
PRM-006054,SKU-0128,RET-001,2023-02-25,2023-03-03,TPR,15.0,167,21882.8,57.3
PRM-006055,SKU-0128,RET-008,2023-02-25,2023-03-03,TPR,15.0,27,2852.08,44.6
PRM-006056,SKU-0128,RET-002,2023-02-25,2023-03-03,TPR,15.0,44,5004.71,40.6
PRM-006057,SKU-0128,RET-001,2023-03-25,2023-03-31,TPR,15.0,219,29906.49,62.7
PRM-006058,SKU-0128,RET-009,2023-03-25,2023-03-31,TPR,15.0,177,25350.98,62.4
PRM-006059,SKU-0128,RET-014,2023-03-25,2023-03-31,TPR,15.0,26,3575.81,54.4
PRM-006060,SKU-0128,RET-008,2023-04-29,2023-05-05,Feature,25.0,86,8478.72,90.1
PRM-006061,SKU-0128,RET-014,2023-09-09,2023-09-15,TPR,20.0,36,4687.99,82.2
PRM-006062,SKU-0128,RET-002,2023-09-16,2023-09-22,TPR,15.0,72,8393.98,42.0
PRM-006063,SKU-0128,RET-008,2024-01-27,2024-02-02,TPR,30.0,69,6591.63,123.2
PRM-006064,SKU-0128,RET-001,2024-02-03,2024-02-09,Display,15.0,198,25148.27,53.5
PRM-006065,SKU-0128,RET-008,2024-02-03,2024-02-09,Display,15.0,38,4479.74,53.5
PRM-006066,SKU-0128,RET-009,2024-02-03,2024-02-09,Display,15.0,156,20646.33,52.1
PRM-006067,SKU-0128,RET-014,2024-02-03,2024-02-09,Display,15.0,16,1948.71,43.5
PRM-006068,SKU-0128,RET-002,2024-02-03,2024-02-09,Display,15.0,66,9053.23,56.4
PRM-006069,SKU-0128,RET-002,2024-06-15,2024-06-21,Feature & Display,20.0,103,10873.78,57.1
PRM-006070,SKU-0128,RET-001,2024-08-17,2024-08-23,TPR,20.0,222,23536.75,61.7
PRM-006071,SKU-0128,RET-001,2024-09-07,2024-09-13,Feature,30.0,335,29972.7,100.1
PRM-006072,SKU-0128,RET-014,2024-09-07,2024-09-13,Feature,30.0,37,3962.99,121.0
PRM-006073,SKU-0128,RET-001,2024-11-30,2024-12-06,Feature,20.0,442,43028.37,54.9
PRM-006074,SKU-0128,RET-008,2024-11-30,2024-12-06,Feature,20.0,79,6637.47,50.2
PRM-006075,SKU-0128,RET-009,2024-11-30,2024-12-06,Feature,20.0,318,31636.6,53.1
PRM-006076,SKU-0129,RET-007,2023-01-07,2023-01-13,Feature,10.0,52,6144.0,29.7
PRM-006077,SKU-0129,RET-001,2023-02-04,2023-02-10,TPR,25.0,432,35221.49,63.8
PRM-006078,SKU-0129,RET-008,2023-02-04,2023-02-10,TPR,25.0,100,10250.39,92.5
PRM-006079,SKU-0129,RET-014,2023-02-04,2023-02-10,TPR,25.0,44,4299.78,73.4
PRM-006080,SKU-0129,RET-007,2023-04-22,2023-04-28,TPR,25.0,188,17800.54,82.7
PRM-006081,SKU-0129,RET-014,2023-04-22,2023-04-28,TPR,25.0,68,7193.62,81.0
PRM-006082,SKU-0129,RET-001,2023-06-10,2023-06-16,Display,15.0,317,35360.82,41.6
PRM-006083,SKU-0129,RET-007,2023-06-10,2023-06-16,Display,15.0,155,19021.5,55.8
PRM-006084,SKU-0129,RET-002,2023-06-10,2023-06-16,Display,15.0,138,19694.92,59.3
PRM-006085,SKU-0129,RET-001,2023-06-24,2023-06-30,Feature & Display,25.0,642,52417.58,63.9
PRM-006086,SKU-0129,RET-014,2023-06-24,2023-06-30,Feature & Display,25.0,82,8158.87,75.0
PRM-006087,SKU-0129,RET-002,2023-06-24,2023-06-30,Feature & Display,25.0,246,27062.59,85.9
PRM-006088,SKU-0129,RET-014,2023-07-15,2023-07-21,Feature,10.0,28,4347.89,39.9
PRM-006089,SKU-0129,RET-008,2023-12-23,2023-12-29,Feature,25.0,199,18186.84,77.5
PRM-006090,SKU-0129,RET-007,2023-12-23,2023-12-29,Feature,25.0,308,29797.04,85.8
PRM-006091,SKU-0129,RET-014,2023-12-23,2023-12-29,Feature,25.0,112,12856.5,92.7
PRM-006092,SKU-0129,RET-001,2024-02-03,2024-02-09,TPR,15.0,246,28393.85,43.6
PRM-006093,SKU-0129,RET-014,2024-02-03,2024-02-09,TPR,15.0,34,4898.26,58.6
PRM-006094,SKU-0129,RET-014,2024-03-02,2024-03-08,Feature,30.0,105,11396.93,122.4
PRM-006095,SKU-0129,RET-008,2024-03-09,2024-03-15,Display,10.0,55,7339.04,35.8
PRM-006096,SKU-0129,RET-007,2024-03-09,2024-03-15,Display,10.0,88,10991.93,32.8
PRM-006097,SKU-0129,RET-014,2024-03-09,2024-03-15,Display,10.0,27,4079.11,38.2
PRM-006098,SKU-0129,RET-002,2024-03-09,2024-03-15,Display,10.0,108,16814.52,40.4
PRM-006099,SKU-0129,RET-008,2024-04-13,2024-04-19,Feature & Display,25.0,135,10764.0,66.4
PRM-006100,SKU-0129,RET-014,2024-04-13,2024-04-19,Feature & Display,25.0,80,9196.96,92.0
PRM-006101,SKU-0129,RET-001,2024-10-19,2024-10-25,Feature & Display,20.0,433,52910.57,76.0
PRM-006102,SKU-0129,RET-008,2024-10-19,2024-10-25,Feature & Display,20.0,76,7035.07,54.8
PRM-006103,SKU-0129,RET-014,2024-10-19,2024-10-25,Feature & Display,20.0,43,4912.63,60.8
PRM-006104,SKU-0129,RET-002,2024-10-19,2024-10-25,Feature & Display,20.0,160,19623.38,69.7
PRM-006105,SKU-0129,RET-008,2024-11-09,2024-11-15,Feature & Display,20.0,119,11830.14,60.1
PRM-006106,SKU-0129,RET-007,2024-11-09,2024-11-15,Feature & Display,20.0,219,25723.65,82.0
PRM-006107,SKU-0129,RET-014,2024-12-28,2025-01-03,TPR,20.0,59,7239.23,69.2
PRM-006108,SKU-0129,RET-002,2024-12-28,2025-01-03,TPR,20.0,178,23195.07,78.0
PRM-006109,SKU-0130,RET-014,2023-01-28,2023-02-03,TPR,30.0,76,6883.25,96.3
PRM-006110,SKU-0130,RET-002,2023-06-03,2023-06-09,Feature & Display,30.0,201,18979.51,102.3
PRM-006111,SKU-0130,RET-007,2023-06-17,2023-06-23,TPR,15.0,104,11010.48,45.0
PRM-006112,SKU-0130,RET-001,2023-09-09,2023-09-15,TPR,20.0,340,34857.27,59.6
PRM-006113,SKU-0130,RET-009,2024-03-09,2024-03-15,TPR,30.0,394,35286.12,95.6
PRM-006114,SKU-0130,RET-007,2024-03-09,2024-03-15,TPR,30.0,191,16271.32,106.0
PRM-006115,SKU-0130,RET-002,2024-03-23,2024-03-29,Feature & Display,15.0,103,11013.82,38.4
PRM-006116,SKU-0130,RET-007,2024-03-23,2024-03-29,Feature & Display,15.0,118,13699.07,53.7
PRM-006117,SKU-0130,RET-001,2024-03-23,2024-03-29,Feature & Display,15.0,326,39198.98,49.3
PRM-006118,SKU-0130,RET-009,2024-03-30,2024-04-05,Feature,25.0,470,54511.62,99.9
PRM-006119,SKU-0130,RET-007,2024-03-30,2024-04-05,Feature,25.0,169,17282.46,100.0
PRM-006120,SKU-0130,RET-001,2024-03-30,2024-04-05,Feature,25.0,538,56820.53,92.4
PRM-006121,SKU-0130,RET-001,2024-06-15,2024-06-21,Feature,25.0,475,48010.35,85.9
PRM-006122,SKU-0130,RET-014,2024-07-13,2024-07-19,TPR,25.0,47,5597.55,104.9
PRM-006123,SKU-0130,RET-002,2024-07-13,2024-07-19,TPR,25.0,125,13857.48,92.1
PRM-006124,SKU-0130,RET-001,2024-07-20,2024-07-26,TPR,30.0,566,49030.04,97.7
PRM-006125,SKU-0130,RET-014,2024-08-03,2024-08-09,TPR,15.0,31,4032.66,51.4
PRM-006126,SKU-0130,RET-007,2024-08-03,2024-08-09,TPR,15.0,83,8860.29,46.3
PRM-006127,SKU-0130,RET-001,2024-08-03,2024-08-09,TPR,15.0,241,26799.93,43.5
PRM-006128,SKU-0130,RET-002,2024-10-12,2024-10-18,Display,25.0,161,14848.66,70.8
PRM-006129,SKU-0130,RET-009,2024-12-14,2024-12-20,Feature & Display,15.0,391,53494.35,57.6
PRM-006130,SKU-0131,RET-009,2023-01-07,2023-01-13,TPR,30.0,301,30259.15,113.5
PRM-006131,SKU-0131,RET-008,2023-01-07,2023-01-13,TPR,30.0,81,7657.58,125.1
PRM-006132,SKU-0131,RET-009,2023-01-28,2023-02-03,TPR,10.0,122,17579.18,36.3
PRM-006133,SKU-0131,RET-001,2023-01-28,2023-02-03,TPR,10.0,108,12282.88,26.2
PRM-006134,SKU-0131,RET-009,2023-03-11,2023-03-17,Feature,10.0,122,17478.52,36.1
PRM-006135,SKU-0131,RET-001,2023-03-11,2023-03-17,Feature,10.0,122,13952.85,26.6
PRM-006136,SKU-0131,RET-009,2023-04-01,2023-04-07,TPR,20.0,257,31248.51,73.1
PRM-006137,SKU-0131,RET-002,2023-04-01,2023-04-07,TPR,20.0,119,13208.99,62.7
PRM-006138,SKU-0131,RET-008,2023-04-01,2023-04-07,TPR,20.0,64,6469.21,65.2
PRM-006139,SKU-0131,RET-014,2023-04-01,2023-04-07,TPR,20.0,28,2939.94,56.7
PRM-006140,SKU-0131,RET-009,2023-07-15,2023-07-21,TPR,30.0,374,37683.04,113.9
PRM-006141,SKU-0131,RET-001,2023-07-15,2023-07-21,TPR,30.0,355,23412.47,75.2
PRM-006142,SKU-0131,RET-014,2023-07-15,2023-07-21,TPR,30.0,49,5036.31,119.7
PRM-006143,SKU-0131,RET-009,2023-08-19,2023-08-25,Feature & Display,20.0,230,27616.26,71.4
PRM-006144,SKU-0131,RET-007,2023-08-19,2023-08-25,Feature & Display,20.0,84,8082.59,61.2
PRM-006145,SKU-0131,RET-008,2023-10-28,2023-11-03,Feature,20.0,53,4587.21,53.4
PRM-006146,SKU-0131,RET-014,2023-10-28,2023-11-03,Feature,20.0,34,4253.1,80.1
PRM-006147,SKU-0131,RET-009,2023-12-30,2024-01-05,Feature & Display,25.0,238,21462.86,69.5
PRM-006148,SKU-0131,RET-008,2023-12-30,2024-01-05,Feature & Display,25.0,64,6067.56,86.6
PRM-006149,SKU-0131,RET-009,2024-01-06,2024-01-12,Display,10.0,87,12432.31,35.5
PRM-006150,SKU-0131,RET-008,2024-01-06,2024-01-12,Display,10.0,20,2674.29,37.9
PRM-006151,SKU-0131,RET-007,2024-01-06,2024-01-12,Display,10.0,37,4609.44,35.9
PRM-006152,SKU-0131,RET-009,2024-02-10,2024-02-16,Display,30.0,231,19302.13,88.7
PRM-006153,SKU-0131,RET-014,2024-02-10,2024-02-16,Display,30.0,36,3793.98,125.0
PRM-006154,SKU-0131,RET-002,2024-05-04,2024-05-10,TPR,15.0,64,8237.68,51.2
PRM-006155,SKU-0131,RET-001,2024-12-07,2024-12-13,TPR,10.0,165,20071.45,29.0
PRM-006156,SKU-0132,RET-009,2023-02-11,2023-02-17,TPR,10.0,95,14001.09,36.5
PRM-006157,SKU-0132,RET-008,2023-02-11,2023-02-17,TPR,10.0,28,3873.99,40.2
PRM-006158,SKU-0132,RET-014,2023-02-11,2023-02-17,TPR,10.0,9,1113.42,26.2
PRM-006159,SKU-0132,RET-002,2023-05-20,2023-05-26,Feature & Display,10.0,36,5068.65,33.1
PRM-006160,SKU-0132,RET-014,2023-05-20,2023-05-26,Feature & Display,10.0,10,1196.15,26.7
PRM-006161,SKU-0132,RET-001,2023-05-20,2023-05-26,Feature & Display,10.0,104,14094.47,34.4
PRM-006162,SKU-0132,RET-002,2023-06-03,2023-06-09,TPR,25.0,125,12190.01,74.5
PRM-006163,SKU-0132,RET-014,2023-06-03,2023-06-09,TPR,25.0,42,4526.87,84.5
PRM-006164,SKU-0132,RET-007,2023-06-03,2023-06-09,TPR,25.0,103,9237.66,79.2
PRM-006165,SKU-0132,RET-002,2023-06-10,2023-06-16,Display,30.0,115,11448.19,108.1
PRM-006166,SKU-0132,RET-008,2023-06-10,2023-06-16,Display,30.0,61,4824.69,94.1
PRM-006167,SKU-0132,RET-001,2023-06-10,2023-06-16,Display,30.0,330,27939.86,93.6
PRM-006168,SKU-0132,RET-007,2023-06-10,2023-06-16,Display,30.0,91,7128.24,93.7
PRM-006169,SKU-0132,RET-002,2023-08-19,2023-08-25,TPR,25.0,105,9803.29,70.8
PRM-006170,SKU-0132,RET-014,2023-08-19,2023-08-25,TPR,25.0,29,2578.28,68.1
PRM-006171,SKU-0132,RET-001,2023-08-19,2023-08-25,TPR,25.0,321,32243.19,83.6
PRM-006172,SKU-0132,RET-009,2023-10-21,2023-10-27,TPR,25.0,192,19242.76,77.2
PRM-006173,SKU-0132,RET-008,2023-10-21,2023-10-27,TPR,25.0,70,7481.21,104.2
PRM-006174,SKU-0132,RET-014,2023-10-21,2023-10-27,TPR,25.0,24,2260.44,70.4
PRM-006175,SKU-0132,RET-002,2024-03-30,2024-04-05,TPR,30.0,129,9937.15,80.4
PRM-006176,SKU-0132,RET-008,2024-03-30,2024-04-05,TPR,30.0,85,6538.89,90.3
PRM-006177,SKU-0132,RET-001,2024-03-30,2024-04-05,TPR,30.0,377,28188.55,82.2
PRM-006178,SKU-0132,RET-002,2024-05-04,2024-05-10,TPR,25.0,114,11743.14,80.0
PRM-006179,SKU-0132,RET-008,2024-05-04,2024-05-10,TPR,25.0,68,6390.32,83.4
PRM-006180,SKU-0132,RET-007,2024-05-04,2024-05-10,TPR,25.0,111,11048.39,92.8
PRM-006181,SKU-0132,RET-008,2024-06-08,2024-06-14,TPR,25.0,58,5233.76,78.3
PRM-006182,SKU-0132,RET-014,2024-06-08,2024-06-14,TPR,25.0,32,3101.44,73.3
PRM-006183,SKU-0132,RET-007,2024-06-08,2024-06-14,TPR,25.0,108,11098.9,98.5
PRM-006184,SKU-0132,RET-002,2024-07-27,2024-08-02,TPR,15.0,62,8469.83,55.1
PRM-006185,SKU-0132,RET-008,2024-07-27,2024-08-02,TPR,15.0,34,4164.72,55.7
PRM-006186,SKU-0132,RET-001,2024-07-27,2024-08-02,TPR,15.0,159,20185.21,53.2
PRM-006187,SKU-0133,RET-014,2023-02-11,2023-02-17,TPR,30.0,65,19055.1,77.3
PRM-006188,SKU-0133,RET-007,2023-02-11,2023-02-17,TPR,30.0,207,70446.66,104.1
PRM-006189,SKU-0133,RET-008,2023-02-11,2023-02-17,TPR,30.0,155,54746.85,108.8
PRM-006190,SKU-0133,RET-002,2023-03-18,2023-03-24,Display,20.0,243,125238.82,80.0
PRM-006191,SKU-0133,RET-001,2023-03-18,2023-03-24,Display,20.0,531,195135.55,51.6
PRM-006192,SKU-0133,RET-008,2023-03-18,2023-03-24,Display,20.0,126,56647.13,77.0
PRM-006193,SKU-0133,RET-002,2023-04-08,2023-04-14,TPR,10.0,106,64386.54,40.2
PRM-006194,SKU-0133,RET-007,2023-04-22,2023-04-28,TPR,25.0,205,78702.24,87.7
PRM-006195,SKU-0133,RET-014,2023-05-20,2023-05-26,Display,20.0,76,40199.38,84.0
PRM-006196,SKU-0133,RET-002,2023-05-20,2023-05-26,Display,20.0,195,78527.7,54.1
PRM-006197,SKU-0133,RET-007,2023-05-20,2023-05-26,Display,20.0,185,78789.7,70.8
PRM-006198,SKU-0133,RET-008,2023-05-20,2023-05-26,Display,20.0,115,43933.58,58.5
PRM-006199,SKU-0133,RET-014,2023-08-26,2023-09-01,Feature,10.0,26,12916.9,27.1
PRM-006200,SKU-0133,RET-001,2023-09-16,2023-09-22,Display,30.0,540,174724.66,89.1
PRM-006201,SKU-0133,RET-002,2023-10-14,2023-10-20,Display,15.0,152,81080.86,53.6
PRM-006202,SKU-0133,RET-007,2023-12-09,2023-12-15,Feature,30.0,411,154881.28,123.6
PRM-006203,SKU-0133,RET-014,2024-01-13,2024-01-19,Feature & Display,15.0,24,11248.38,42.4
PRM-006204,SKU-0133,RET-002,2024-01-13,2024-01-19,Feature & Display,15.0,81,39725.26,45.5
PRM-006205,SKU-0133,RET-007,2024-01-13,2024-01-19,Feature & Display,15.0,86,41441.39,56.0
PRM-006206,SKU-0133,RET-008,2024-01-13,2024-01-19,Feature & Display,15.0,57,28288.63,59.0
PRM-006207,SKU-0133,RET-014,2024-02-24,2024-03-01,Feature & Display,10.0,21,12192.36,35.1
PRM-006208,SKU-0133,RET-007,2024-02-24,2024-03-01,Feature & Display,10.0,56,30091.0,39.9
PRM-006209,SKU-0133,RET-002,2024-05-11,2024-05-17,TPR,30.0,262,109025.32,117.4
PRM-006210,SKU-0133,RET-007,2024-05-11,2024-05-17,TPR,30.0,251,84136.69,102.5
PRM-006211,SKU-0133,RET-002,2024-05-25,2024-05-31,Feature,30.0,211,59645.8,75.3
PRM-006212,SKU-0133,RET-001,2024-05-25,2024-05-31,Feature,30.0,650,228227.41,98.1
PRM-006213,SKU-0133,RET-002,2024-06-15,2024-06-21,TPR,30.0,199,62383.9,81.9
PRM-006214,SKU-0133,RET-001,2024-06-15,2024-06-21,TPR,30.0,681,269199.7,117.2
PRM-006215,SKU-0133,RET-008,2024-08-31,2024-09-06,Feature & Display,10.0,50,26808.93,39.1
PRM-006216,SKU-0134,RET-014,2023-01-14,2023-01-20,TPR,20.0,39,19656.37,72.2
PRM-006217,SKU-0134,RET-009,2023-11-25,2023-12-01,TPR,25.0,603,279541.35,92.8
PRM-006218,SKU-0134,RET-001,2023-12-23,2023-12-29,Display,15.0,393,218441.43,61.6
PRM-006219,SKU-0134,RET-009,2023-12-23,2023-12-29,Display,15.0,294,163465.79,54.9
PRM-006220,SKU-0134,RET-007,2023-12-23,2023-12-29,Display,15.0,137,70569.41,61.7
PRM-006221,SKU-0134,RET-014,2023-12-23,2023-12-29,Display,15.0,38,19648.99,47.2
PRM-006222,SKU-0134,RET-008,2024-01-06,2024-01-12,TPR,10.0,46,25330.21,39.2
PRM-006223,SKU-0134,RET-007,2024-01-06,2024-01-12,TPR,10.0,49,21998.28,26.8
PRM-006224,SKU-0134,RET-001,2024-01-27,2024-02-02,TPR,10.0,203,121669.67,40.4
PRM-006225,SKU-0134,RET-009,2024-01-27,2024-02-02,TPR,10.0,143,88663.02,39.1
PRM-006226,SKU-0134,RET-002,2024-01-27,2024-02-02,TPR,10.0,55,34018.15,38.3
PRM-006227,SKU-0134,RET-014,2024-01-27,2024-02-02,TPR,10.0,15,7822.34,28.2
PRM-006228,SKU-0134,RET-002,2024-02-24,2024-03-01,TPR,25.0,123,50837.56,77.3
PRM-006229,SKU-0134,RET-008,2024-03-02,2024-03-08,Feature & Display,25.0,115,47294.28,92.3
PRM-006230,SKU-0134,RET-007,2024-03-02,2024-03-08,Feature & Display,25.0,152,51451.92,71.0
PRM-006231,SKU-0134,RET-002,2024-03-02,2024-03-08,Feature & Display,25.0,204,91582.19,87.6
PRM-006232,SKU-0134,RET-014,2024-03-02,2024-03-08,Feature & Display,25.0,48,17063.51,65.1
PRM-006233,SKU-0134,RET-001,2024-03-16,2024-03-22,TPR,30.0,604,180583.1,80.2
PRM-006234,SKU-0134,RET-008,2024-03-16,2024-03-22,TPR,30.0,131,41682.5,91.0
PRM-006235,SKU-0134,RET-009,2024-03-16,2024-03-22,TPR,30.0,634,278025.01,122.1
PRM-006236,SKU-0134,RET-007,2024-03-16,2024-03-22,TPR,30.0,232,59893.3,75.9
PRM-006237,SKU-0134,RET-001,2024-05-18,2024-05-24,Feature & Display,10.0,217,108343.34,28.1
PRM-006238,SKU-0134,RET-008,2024-05-18,2024-05-24,Feature & Display,10.0,46,23203.4,32.3
PRM-006239,SKU-0134,RET-002,2024-05-18,2024-05-24,Feature & Display,10.0,82,50867.06,39.4
PRM-006240,SKU-0134,RET-001,2024-05-25,2024-05-31,Feature,15.0,400,204911.03,51.6
PRM-006241,SKU-0134,RET-008,2024-05-25,2024-05-31,Feature,15.0,72,34695.88,52.0
PRM-006242,SKU-0134,RET-002,2024-05-25,2024-05-31,Feature,15.0,120,59119.09,44.3
PRM-006243,SKU-0134,RET-014,2024-05-25,2024-05-31,Feature,15.0,39,19515.65,44.6
PRM-006244,SKU-0134,RET-007,2024-06-08,2024-06-14,Display,30.0,188,58997.96,91.0
PRM-006245,SKU-0134,RET-008,2024-07-27,2024-08-02,Feature & Display,25.0,81,26442.47,67.7
PRM-006246,SKU-0134,RET-009,2024-07-27,2024-08-02,Feature & Display,25.0,365,144713.9,73.7
PRM-006247,SKU-0134,RET-014,2024-07-27,2024-08-02,Feature & Display,25.0,55,24484.99,86.6
PRM-006248,SKU-0134,RET-001,2024-08-10,2024-08-16,Feature & Display,25.0,429,182483.34,87.4
PRM-006249,SKU-0134,RET-008,2024-08-10,2024-08-16,Feature & Display,25.0,90,35940.85,88.1
PRM-006250,SKU-0134,RET-007,2024-08-10,2024-08-16,Feature & Display,25.0,144,56110.9,85.7
PRM-006251,SKU-0134,RET-008,2024-10-05,2024-10-11,Display,20.0,74,26722.06,52.4
PRM-006252,SKU-0134,RET-009,2024-10-05,2024-10-11,Display,20.0,333,147417.36,58.6
PRM-006253,SKU-0134,RET-014,2024-12-14,2024-12-20,Feature & Display,10.0,43,26904.53,40.3
PRM-006254,SKU-0134,RET-001,2024-12-28,2025-01-03,Feature,15.0,347,171000.78,48.0
PRM-006255,SKU-0134,RET-009,2024-12-28,2025-01-03,Feature,15.0,310,176764.28,57.7
PRM-006256,SKU-0135,RET-002,2023-01-07,2023-01-13,TPR,30.0,83,24592.63,78.5
PRM-006257,SKU-0135,RET-008,2023-01-07,2023-01-13,TPR,30.0,62,20104.03,98.5
PRM-006258,SKU-0135,RET-014,2023-01-07,2023-01-13,TPR,30.0,27,10695.16,107.2
PRM-006259,SKU-0135,RET-007,2023-01-07,2023-01-13,TPR,30.0,82,26417.86,98.4
PRM-006260,SKU-0135,RET-007,2023-07-08,2023-07-14,TPR,25.0,78,30589.37,93.3
PRM-006261,SKU-0135,RET-009,2023-09-09,2023-09-15,Feature & Display,10.0,72,42965.56,38.2
PRM-006262,SKU-0135,RET-014,2023-09-09,2023-09-15,Feature & Display,10.0,10,6061.07,38.8
PRM-006263,SKU-0135,RET-008,2023-10-07,2023-10-13,Display,30.0,49,15732.67,96.5
PRM-006264,SKU-0135,RET-014,2023-10-07,2023-10-13,Display,30.0,29,11736.88,113.9
PRM-006265,SKU-0135,RET-007,2023-10-07,2023-10-13,Display,30.0,74,20471.52,83.1
PRM-006266,SKU-0135,RET-008,2023-10-28,2023-11-03,TPR,20.0,43,18989.02,73.7
PRM-006267,SKU-0135,RET-009,2024-04-13,2024-04-19,TPR,25.0,253,105493.75,83.1
PRM-006268,SKU-0135,RET-002,2024-04-13,2024-04-19,TPR,25.0,102,39560.36,75.3
PRM-006269,SKU-0135,RET-008,2024-04-13,2024-04-19,TPR,25.0,59,22738.62,87.4
PRM-006270,SKU-0135,RET-008,2024-06-15,2024-06-21,Display,20.0,38,16571.64,71.9
PRM-006271,SKU-0135,RET-014,2024-06-15,2024-06-21,Display,20.0,25,11907.9,71.6
PRM-006272,SKU-0135,RET-007,2024-06-15,2024-06-21,Display,20.0,70,29792.42,71.6
PRM-006273,SKU-0135,RET-009,2024-08-03,2024-08-09,Display,15.0,159,88719.79,60.6
PRM-006274,SKU-0135,RET-008,2024-08-03,2024-08-09,Display,15.0,39,19310.47,61.3
PRM-006275,SKU-0135,RET-014,2024-08-03,2024-08-09,Display,15.0,15,7572.32,47.3
PRM-006276,SKU-0135,RET-007,2024-08-03,2024-08-09,Display,15.0,63,29878.29,55.8
PRM-006277,SKU-0135,RET-001,2024-08-03,2024-08-09,Display,15.0,149,70537.34,47.9
PRM-006278,SKU-0135,RET-009,2024-08-24,2024-08-30,Feature & Display,25.0,170,66226.29,75.5
