batch_id,product_id,batch_number,manufacturing_date,release_date,expiry_date,batch_size,batch_size_unit,site_id,manufacturing_line,batch_status,disposition_date
BATCH-01442,4,BN-04-240424-56,2024-04-24,2024-05-12,2026-05-12,18795.0,L,SITE-US-01,Line-3,Released,2024-05-13
BATCH-01443,7,BN-07-240423-57,2024-04-23,2024-05-19,2026-05-19,6399.0,kg,SITE-AP-01,Line-2,Released,2024-05-20
BATCH-01444,1,BN-01-240422-58,2024-04-22,2024-05-22,2026-05-22,10353.0,L,SITE-AP-01,Line-4,Released,2024-05-22
BATCH-01445,6,BN-06-240429-59,2024-04-29,2024-06-03,2026-06-03,14380.0,L,SITE-AP-01,Line-4,Released,2024-06-08
BATCH-01446,6,BN-06-240421-60,2024-04-21,2024-06-05,2026-06-05,27500.0,L,SITE-AP-01,Line-1,Released,2024-06-07
BATCH-01447,4,BN-04-240517-61,2024-05-17,2024-06-24,2026-06-24,39640.0,L,SITE-AP-01,Line-3,Released,2024-06-29
BATCH-01448,1,BN-01-240502-62,2024-05-02,2024-05-18,2026-05-18,39157.0,kg,SITE-EU-01,Line-4,Released,2024-05-20
BATCH-01449,1,BN-01-240422-63,2024-04-22,2024-05-21,2026-05-21,37202.0,kg,SITE-AP-01,Line-4,Released,2024-05-24
BATCH-01450,3,BN-03-240427-64,2024-04-27,2024-06-10,2026-06-10,18942.0,units,SITE-AP-01,Line-4,Released,2024-06-11
BATCH-01451,4,BN-04-240423-65,2024-04-23,2024-05-07,2026-05-07,31704.0,units,SITE-AP-01,Line-1,Released,2024-05-11
BATCH-01452,1,BN-01-240506-66,2024-05-06,2024-05-31,2026-05-31,36371.0,L,SITE-EU-01,Line-1,Released,2024-06-02
BATCH-01453,1,BN-01-240512-67,2024-05-12,2024-06-26,2026-06-26,25328.0,kg,SITE-AP-01,Line-1,Released,2024-06-28
BATCH-01454,3,BN-03-240503-68,2024-05-03,2024-05-24,2026-05-24,48585.0,kg,SITE-AP-01,Line-2,Released,2024-05-27
BATCH-01455,2,BN-02-240420-69,2024-04-20,2024-05-28,2026-05-28,41306.0,kg,SITE-EU-01,Line-4,Released,2024-05-28
BATCH-01456,2,BN-02-240427-70,2024-04-27,2024-06-01,2026-06-01,31261.0,L,SITE-EU-01,Line-2,Released,2024-06-06
BATCH-01457,8,BN-08-240512-71,2024-05-12,2024-06-02,2026-06-02,11264.0,units,SITE-EU-01,Line-1,Released,2024-06-05
BATCH-01458,3,BN-03-240515-72,2024-05-15,2024-06-25,2026-06-25,28633.0,units,SITE-EU-01,Line-3,Released,2024-06-30
BATCH-01459,1,BN-01-240503-73,2024-05-03,2024-06-16,2026-06-16,24633.0,units,SITE-AP-01,Line-4,Released,2024-06-16
BATCH-01460,1,BN-01-240428-74,2024-04-28,2024-06-03,2026-06-03,27820.0,kg,SITE-US-01,Line-2,Released,2024-06-03
BATCH-01461,2,BN-02-240422-75,2024-04-22,2024-05-17,2026-05-17,25075.0,units,SITE-US-01,Line-3,Released,2024-05-21
BATCH-01462,4,BN-04-240422-76,2024-04-22,2024-05-17,2026-05-17,10213.0,kg,SITE-EU-01,Line-2,Released,2024-05-18
BATCH-01463,3,BN-03-240424-77,2024-04-24,2024-06-02,2026-06-02,7700.0,kg,SITE-US-01,Line-1,Released,2024-06-06
BATCH-01464,3,BN-03-240508-78,2024-05-08,2024-05-22,2026-05-22,41516.0,L,SITE-AP-01,Line-2,Released,2024-05-25
BATCH-01465,2,BN-02-240511-79,2024-05-11,2024-06-24,2026-06-24,14636.0,kg,SITE-US-01,Line-4,Released,2024-06-28
BATCH-01466,7,BN-07-240507-80,2024-05-07,2024-05-25,2026-05-25,10713.0,units,SITE-AP-01,Line-2,Released,2024-05-25
BATCH-01467,6,BN-06-240422-81,2024-04-22,2024-05-16,2026-05-16,38904.0,units,SITE-EU-01,Line-3,Released,2024-05-17
BATCH-01468,4,BN-04-240421-82,2024-04-21,2024-06-01,2026-06-01,19422.0,L,SITE-EU-01,Line-1,Released,2024-06-02
BATCH-01469,7,BN-07-240501-83,2024-05-01,2024-06-09,2026-06-09,42637.0,kg,SITE-AP-01,Line-2,Released,2024-06-12
BATCH-01470,8,BN-08-240506-84,2024-05-06,2024-06-15,2026-06-15,38994.0,kg,SITE-AP-01,Line-2,Released,2024-06-19
BATCH-01471,3,BN-03-240505-85,2024-05-05,2024-05-23,2026-05-23,6391.0,kg,SITE-AP-01,Line-1,Released,2024-05-28
BATCH-01472,8,BN-08-240510-86,2024-05-10,2024-05-26,2026-05-26,22697.0,L,SITE-US-01,Line-3,Released,2024-05-28
BATCH-01473,6,BN-06-240430-87,2024-04-30,2024-06-02,2026-06-02,26146.0,L,SITE-AP-01,Line-4,Released,2024-06-07
BATCH-01474,7,BN-07-240507-88,2024-05-07,2024-05-29,2026-05-29,9094.0,L,SITE-AP-01,Line-3,Released,2024-06-02
BATCH-01475,6,BN-06-240510-89,2024-05-10,2024-05-28,2026-05-28,17070.0,L,SITE-AP-01,Line-3,Released,2024-06-01
BATCH-01476,2,BN-02-240430-90,2024-04-30,2024-06-03,2026-06-03,30471.0,L,SITE-AP-01,Line-3,Released,2024-06-04
BATCH-01477,6,BN-06-240511-91,2024-05-11,2024-06-20,2026-06-20,31899.0,units,SITE-EU-01,Line-2,Released,2024-06-24
BATCH-01478,8,BN-08-240514-92,2024-05-14,2024-06-15,2026-06-15,35869.0,units,SITE-US-01,Line-3,Released,2024-06-16
BATCH-01479,6,BN-06-240506-93,2024-05-06,2024-05-31,2026-05-31,37523.0,L,SITE-EU-01,Line-2,Released,2024-06-01
BATCH-01480,8,BN-08-240510-94,2024-05-10,2024-06-14,2026-06-14,34136.0,L,SITE-AP-01,Line-3,Released,2024-06-15
BATCH-01481,4,BN-04-240512-95,2024-05-12,2024-06-12,2026-06-12,25659.0,L,SITE-EU-01,Line-2,Released,2024-06-14
BATCH-01482,1,BN-01-240428-96,2024-04-28,2024-05-19,2026-05-19,41590.0,L,SITE-AP-01,Line-1,Released,2024-05-19
BATCH-01483,8,BN-08-240428-97,2024-04-28,2024-06-12,2026-06-12,49588.0,units,SITE-US-01,Line-3,Released,2024-06-16
BATCH-01484,4,BN-04-240426-98,2024-04-26,2024-05-27,2026-05-27,24247.0,L,SITE-AP-01,Line-1,Released,2024-05-30
BATCH-01485,4,BN-04-240430-00,2024-04-30,2024-05-21,2026-05-21,10531.0,kg,SITE-EU-01,Line-1,Released,2024-05-21
BATCH-01486,6,BN-06-240606-01,2024-06-06,2024-07-07,2026-07-07,9315.0,units,SITE-US-01,Line-4,Released,2024-07-08
BATCH-01487,7,BN-07-240607-02,2024-06-07,2024-06-24,2026-06-24,20192.0,units,SITE-US-01,Line-3,Released,2024-06-26
BATCH-01488,2,BN-02-240527-03,2024-05-27,2024-06-24,2026-06-24,30678.0,L,SITE-EU-01,Line-3,Released,2024-06-25
BATCH-01489,1,BN-01-240606-04,2024-06-06,2024-07-10,2026-07-10,12733.0,L,SITE-US-01,Line-2,Released,2024-07-14
BATCH-01490,1,BN-01-240525-05,2024-05-25,2024-06-13,2026-06-13,32636.0,L,SITE-AP-01,Line-4,Released,2024-06-13
BATCH-01491,2,BN-02-240616-06,2024-06-16,2024-07-26,2026-07-26,25678.0,kg,SITE-US-01,Line-2,Released,2024-07-27
BATCH-01492,1,BN-01-240520-07,2024-05-20,2024-06-18,2026-06-18,24584.0,units,SITE-EU-01,Line-4,Released,2024-06-21
BATCH-01493,2,BN-02-240523-08,2024-05-23,2024-06-11,2026-06-11,24986.0,kg,SITE-US-01,Line-4,Released,2024-06-15
BATCH-01494,1,BN-01-240606-09,2024-06-06,2024-07-07,2026-07-07,35299.0,L,SITE-EU-01,Line-3,Released,2024-07-09
BATCH-01495,4,BN-04-240605-10,2024-06-05,2024-07-13,2026-07-13,32295.0,L,SITE-US-01,Line-2,Released,2024-07-18
BATCH-01496,6,BN-06-240615-11,2024-06-15,2024-07-23,2026-07-23,23180.0,kg,SITE-US-01,Line-3,Released,2024-07-25
BATCH-01497,3,BN-03-240527-12,2024-05-27,2024-06-28,2026-06-28,22075.0,L,SITE-EU-01,Line-1,Released,2024-07-03
BATCH-01498,2,BN-02-240609-13,2024-06-09,2024-06-27,2026-06-27,41005.0,L,SITE-AP-01,Line-3,Released,2024-06-29
BATCH-01499,1,BN-01-240604-14,2024-06-04,2024-07-15,2026-07-15,45913.0,kg,SITE-EU-01,Line-4,Released,2024-07-17
BATCH-01500,2,BN-02-240528-15,2024-05-28,2024-07-04,2026-07-04,16694.0,kg,SITE-EU-01,Line-2,Released,2024-07-05
BATCH-01501,7,BN-07-240605-16,2024-06-05,2024-07-01,2026-07-01,49062.0,L,SITE-AP-01,Line-1,Released,2024-07-02
BATCH-01502,7,BN-07-240525-17,2024-05-25,2024-06-13,2026-06-13,29877.0,L,SITE-US-01,Line-1,Released,2024-06-17
BATCH-01503,4,BN-04-240524-18,2024-05-24,2024-06-25,2026-06-25,24615.0,kg,SITE-EU-01,Line-2,Released,2024-06-28
BATCH-01504,2,BN-02-240605-19,2024-06-05,2024-06-23,2026-06-23,9152.0,kg,SITE-EU-01,Line-2,Released,2024-06-25
BATCH-01505,4,BN-04-240602-20,2024-06-02,2024-06-26,2026-06-26,41348.0,kg,SITE-AP-01,Line-1,Released,2024-06-26
BATCH-01506,3,BN-03-240615-21,2024-06-15,2024-07-10,2026-07-10,40058.0,units,SITE-US-01,Line-3,Released,2024-07-15
BATCH-01507,2,BN-02-240606-22,2024-06-06,2024-07-01,2026-07-01,5394.0,kg,SITE-US-01,Line-3,Released,2024-07-05
BATCH-01508,6,BN-06-240605-23,2024-06-05,2024-06-22,2026-06-22,12515.0,L,SITE-US-01,Line-2,Released,2024-06-23
BATCH-01509,8,BN-08-240608-24,2024-06-08,2024-07-15,2026-07-15,17567.0,kg,SITE-US-01,Line-4,Released,2024-07-16
BATCH-01510,1,BN-01-240611-25,2024-06-11,2024-07-10,2026-07-10,32270.0,kg,SITE-AP-01,Line-1,Released,2024-07-13
BATCH-01511,1,BN-01-240529-26,2024-05-29,2024-07-11,2026-07-11,27048.0,L,SITE-US-01,Line-4,Released,2024-07-15
BATCH-01512,7,BN-07-240605-27,2024-06-05,2024-07-11,2026-07-11,30986.0,units,SITE-EU-01,Line-4,Released,2024-07-13
BATCH-01513,4,BN-04-240525-28,2024-05-25,2024-07-09,2026-07-09,6639.0,kg,SITE-AP-01,Line-3,Released,2024-07-11
BATCH-01514,6,BN-06-240617-29,2024-06-17,2024-07-27,2026-07-27,18478.0,kg,SITE-US-01,Line-3,Released,2024-07-30
BATCH-01515,8,BN-08-240520-30,2024-05-20,2024-06-16,2026-06-16,33730.0,kg,SITE-US-01,Line-4,Released,2024-06-20
BATCH-01516,2,BN-02-240609-31,2024-06-09,2024-07-12,2026-07-12,11404.0,kg,SITE-AP-01,Line-4,Released,2024-07-14
BATCH-01517,4,BN-04-240603-32,2024-06-03,2024-07-16,2026-07-16,14211.0,kg,SITE-EU-01,Line-4,Released,2024-07-16
BATCH-01518,2,BN-02-240617-33,2024-06-17,2024-07-07,2026-07-07,7390.0,L,SITE-US-01,Line-4,Released,2024-07-12
BATCH-01519,1,BN-01-240608-34,2024-06-08,2024-07-10,2026-07-10,28065.0,L,SITE-EU-01,Line-1,Released,2024-07-13
BATCH-01520,3,BN-03-240530-35,2024-05-30,2024-06-25,2026-06-25,27802.0,kg,SITE-US-01,Line-1,Released,2024-06-26
BATCH-01521,7,BN-07-240606-36,2024-06-06,2024-07-07,2026-07-07,27928.0,units,SITE-AP-01,Line-3,Released,2024-07-07
BATCH-01522,4,BN-04-240530-37,2024-05-30,2024-07-12,2026-07-12,19695.0,L,SITE-EU-01,Line-1,Released,2024-07-16
BATCH-01523,1,BN-01-240617-38,2024-06-17,2024-07-29,2026-07-29,24503.0,units,SITE-AP-01,Line-1,Released,2024-08-03
BATCH-01524,7,BN-07-240612-39,2024-06-12,,,11900.0,L,SITE-AP-01,Line-3,On Hold,2024-07-05
BATCH-01525,4,BN-04-240612-40,2024-06-12,2024-07-13,2026-07-13,39295.0,kg,SITE-AP-01,Line-1,Released,2024-07-17
BATCH-01526,3,BN-03-240601-41,2024-06-01,2024-06-29,2026-06-29,18631.0,kg,SITE-EU-01,Line-2,Released,2024-07-02
BATCH-01527,2,BN-02-240602-42,2024-06-02,2024-06-25,2026-06-25,30568.0,kg,SITE-AP-01,Line-1,Released,2024-06-25
BATCH-01528,8,BN-08-240521-43,2024-05-21,2024-06-20,2026-06-20,40416.0,kg,SITE-US-01,Line-4,Released,2024-06-21
BATCH-01529,4,BN-04-240523-44,2024-05-23,2024-06-11,2026-06-11,41526.0,L,SITE-AP-01,Line-3,Released,2024-06-14
BATCH-01530,6,BN-06-240606-45,2024-06-06,2024-07-11,2026-07-11,19694.0,kg,SITE-EU-01,Line-3,Released,2024-07-15
BATCH-01531,2,BN-02-240615-46,2024-06-15,2024-06-30,2026-06-30,17248.0,units,SITE-US-01,Line-3,Released,2024-07-03
BATCH-01532,4,BN-04-240521-47,2024-05-21,2024-06-23,2026-06-23,16594.0,kg,SITE-AP-01,Line-2,Released,2024-06-24
BATCH-01533,4,BN-04-240617-48,2024-06-17,2024-07-10,2026-07-10,36382.0,units,SITE-US-01,Line-3,Released,2024-07-13
BATCH-01534,6,BN-06-240629-49,2024-06-29,2024-08-01,2026-08-01,12310.0,L,SITE-EU-01,Line-1,Released,2024-08-03
BATCH-01535,4,BN-04-240701-50,2024-07-01,2024-08-11,2026-08-11,26293.0,kg,SITE-US-01,Line-3,Released,2024-08-13
BATCH-01536,3,BN-03-240626-51,2024-06-26,2024-08-10,2026-08-10,27134.0,L,SITE-US-01,Line-2,Released,2024-08-13
BATCH-01537,8,BN-08-240626-52,2024-06-26,2024-07-28,2026-07-28,41204.0,L,SITE-EU-01,Line-2,Released,2024-08-01
BATCH-01538,6,BN-06-240701-53,2024-07-01,2024-07-20,2026-07-20,8704.0,units,SITE-EU-01,Line-1,Released,2024-07-21
BATCH-01539,4,BN-04-240704-54,2024-07-04,2024-07-23,2026-07-23,40712.0,units,SITE-AP-01,Line-2,Released,2024-07-23
BATCH-01540,4,BN-04-240624-55,2024-06-24,2024-07-10,2026-07-10,49267.0,L,SITE-US-01,Line-3,Released,2024-07-15
BATCH-01541,1,BN-01-240620-56,2024-06-20,2024-07-14,2026-07-14,19856.0,kg,SITE-AP-01,Line-1,Released,2024-07-14
BATCH-01542,1,BN-01-240715-57,2024-07-15,2024-08-10,2026-08-10,45368.0,L,SITE-AP-01,Line-1,Released,2024-08-12
BATCH-01543,3,BN-03-240708-58,2024-07-08,2024-07-26,2026-07-26,17800.0,kg,SITE-AP-01,Line-4,Released,2024-07-30
BATCH-01544,2,BN-02-240709-59,2024-07-09,2024-07-29,2026-07-29,15071.0,L,SITE-EU-01,Line-1,Released,2024-08-01
BATCH-01545,7,BN-07-240624-60,2024-06-24,2024-08-07,2026-08-07,21144.0,units,SITE-EU-01,Line-3,Released,2024-08-09
BATCH-01546,7,BN-07-240715-61,2024-07-15,2024-08-23,2026-08-23,46872.0,L,SITE-AP-01,Line-3,Released,2024-08-24
BATCH-01547,4,BN-04-240623-62,2024-06-23,2024-07-16,2026-07-16,7644.0,kg,SITE-US-01,Line-2,Released,2024-07-16
BATCH-01548,2,BN-02-240623-63,2024-06-23,2024-07-11,2026-07-11,19973.0,L,SITE-EU-01,Line-2,Released,2024-07-16
BATCH-01549,4,BN-04-240702-64,2024-07-02,2024-07-23,2026-07-23,35072.0,units,SITE-EU-01,Line-3,Released,2024-07-28
BATCH-01550,4,BN-04-240709-65,2024-07-09,2024-07-25,2026-07-25,22586.0,L,SITE-US-01,Line-1,Released,2024-07-25
BATCH-01551,8,BN-08-240716-66,2024-07-16,2024-08-15,2026-08-15,41563.0,L,SITE-US-01,Line-4,Released,2024-08-20
BATCH-01552,4,BN-04-240623-67,2024-06-23,2024-07-27,2026-07-27,36832.0,units,SITE-EU-01,Line-3,Released,2024-07-31
BATCH-01553,2,BN-02-240619-68,2024-06-19,2024-07-13,2026-07-13,23711.0,L,SITE-AP-01,Line-3,Released,2024-07-14
BATCH-01554,2,BN-02-240626-69,2024-06-26,2024-08-10,2026-08-10,45829.0,units,SITE-US-01,Line-2,Released,2024-08-13
BATCH-01555,8,BN-08-240619-70,2024-06-19,2024-07-26,2026-07-26,41009.0,L,SITE-US-01,Line-3,Released,2024-07-26
BATCH-01556,4,BN-04-240713-71,2024-07-13,2024-08-08,2026-08-08,19963.0,units,SITE-US-01,Line-3,Released,2024-08-12
BATCH-01557,6,BN-06-240707-72,2024-07-07,2024-08-02,2026-08-02,47742.0,kg,SITE-EU-01,Line-4,Released,2024-08-07
BATCH-01558,6,BN-06-240628-73,2024-06-28,2024-08-10,2026-08-10,19967.0,L,SITE-AP-01,Line-1,Released,2024-08-13
BATCH-01559,4,BN-04-240717-74,2024-07-17,2024-08-14,2026-08-14,42566.0,kg,SITE-EU-01,Line-4,Released,2024-08-16
BATCH-01560,7,BN-07-240716-75,2024-07-16,2024-08-01,2026-08-01,35079.0,units,SITE-EU-01,Line-3,Released,2024-08-04
BATCH-01561,1,BN-01-240705-76,2024-07-05,2024-08-02,2026-08-02,47840.0,L,SITE-EU-01,Line-2,Released,2024-08-05
BATCH-01562,4,BN-04-240620-77,2024-06-20,2024-07-08,2026-07-08,17314.0,units,SITE-US-01,Line-4,Released,2024-07-08
BATCH-01563,8,BN-08-240712-78,2024-07-12,2024-08-14,2026-08-14,34849.0,L,SITE-AP-01,Line-2,Released,2024-08-18
BATCH-01564,6,BN-06-240628-79,2024-06-28,2024-07-19,2026-07-19,46653.0,L,SITE-AP-01,Line-3,Released,2024-07-20
BATCH-01565,7,BN-07-240625-80,2024-06-25,2024-07-09,2026-07-09,8585.0,units,SITE-AP-01,Line-2,Released,2024-07-12
BATCH-01566,1,BN-01-240623-81,2024-06-23,2024-07-23,2026-07-23,18154.0,L,SITE-US-01,Line-4,Released,2024-07-24
BATCH-01567,2,BN-02-240712-82,2024-07-12,2024-08-05,2026-08-05,39429.0,L,SITE-EU-01,Line-3,Released,2024-08-09
BATCH-01568,6,BN-06-240709-83,2024-07-09,2024-07-27,2026-07-27,12001.0,kg,SITE-AP-01,Line-1,Released,2024-07-28
BATCH-01569,8,BN-08-240713-84,2024-07-13,2024-08-13,2026-08-13,10102.0,L,SITE-US-01,Line-3,Released,2024-08-13
BATCH-01570,8,BN-08-240715-85,2024-07-15,2024-08-27,2026-08-27,26656.0,units,SITE-AP-01,Line-3,Released,2024-08-27
BATCH-01571,8,BN-08-240621-86,2024-06-21,2024-07-27,2026-07-27,41297.0,units,SITE-EU-01,Line-3,Released,2024-08-01
BATCH-01572,6,BN-06-240714-87,2024-07-14,,,12303.0,L,SITE-US-01,Line-2,On Hold,2024-08-06
BATCH-01573,6,BN-06-240625-88,2024-06-25,,,39079.0,L,SITE-AP-01,Line-1,On Hold,2024-08-10
BATCH-01574,8,BN-08-240713-89,2024-07-13,2024-08-23,2026-08-23,28059.0,L,SITE-EU-01,Line-2,Released,2024-08-24
BATCH-01575,6,BN-06-240709-90,2024-07-09,2024-08-22,2026-08-22,38648.0,kg,SITE-US-01,Line-2,Released,2024-08-27
BATCH-01576,6,BN-06-240713-91,2024-07-13,2024-08-25,2026-08-25,33914.0,kg,SITE-EU-01,Line-1,Released,2024-08-25
BATCH-01577,2,BN-02-240619-92,2024-06-19,2024-07-25,2026-07-25,34906.0,L,SITE-EU-01,Line-3,Released,2024-07-28
BATCH-01578,8,BN-08-240619-93,2024-06-19,2024-07-23,2026-07-23,8835.0,kg,SITE-AP-01,Line-1,Released,2024-07-27
BATCH-01579,4,BN-04-240704-94,2024-07-04,2024-08-08,2026-08-08,41487.0,units,SITE-US-01,Line-3,Released,2024-08-09
BATCH-01580,6,BN-06-240715-95,2024-07-15,2024-08-25,2026-08-25,43640.0,kg,SITE-EU-01,Line-3,Released,2024-08-30
BATCH-01581,7,BN-07-240627-96,2024-06-27,,,17630.0,L,SITE-US-01,Line-1,On Hold,2024-08-08
BATCH-01582,1,BN-01-240704-97,2024-07-04,2024-08-06,2026-08-06,23309.0,kg,SITE-EU-01,Line-3,Released,2024-08-08
BATCH-01583,7,BN-07-240621-98,2024-06-21,2024-07-13,2026-07-13,32131.0,kg,SITE-US-01,Line-3,Released,2024-07-13
BATCH-01584,3,BN-03-240713-00,2024-07-13,2024-08-17,2026-08-17,10568.0,units,SITE-US-01,Line-2,Released,2024-08-21
BATCH-01585,2,BN-02-240620-01,2024-06-20,2024-07-21,2026-07-21,39229.0,units,SITE-US-01,Line-1,Released,2024-07-26
BATCH-01586,7,BN-07-240728-02,2024-07-28,2024-08-17,2026-08-17,38854.0,kg,SITE-AP-01,Line-3,Released,2024-08-20
BATCH-01587,7,BN-07-240729-03,2024-07-29,2024-08-29,2026-08-29,11160.0,kg,SITE-US-01,Line-1,Released,2024-08-29
BATCH-01588,1,BN-01-240803-04,2024-08-03,2024-09-09,2026-09-09,9810.0,kg,SITE-EU-01,Line-2,Released,2024-09-09
BATCH-01589,2,BN-02-240724-05,2024-07-24,2024-08-13,2026-08-13,5758.0,kg,SITE-EU-01,Line-2,Released,2024-08-14
BATCH-01590,8,BN-08-240815-06,2024-08-15,,,5238.0,units,SITE-AP-01,Line-3,Rejected,2024-09-17
BATCH-01591,8,BN-08-240814-07,2024-08-14,2024-09-09,2026-09-09,15706.0,L,SITE-AP-01,Line-2,Released,2024-09-13
BATCH-01592,4,BN-04-240725-08,2024-07-25,2024-08-26,2026-08-26,23203.0,units,SITE-AP-01,Line-4,Released,2024-08-30
BATCH-01593,3,BN-03-240726-09,2024-07-26,2024-08-16,2026-08-16,16475.0,units,SITE-EU-01,Line-4,Released,2024-08-16
BATCH-01594,4,BN-04-240806-10,2024-08-06,2024-09-01,2026-09-01,36108.0,units,SITE-US-01,Line-2,Released,2024-09-06
BATCH-01595,1,BN-01-240809-11,2024-08-09,2024-09-07,2026-09-07,6809.0,kg,SITE-AP-01,Line-1,Released,2024-09-12
BATCH-01596,7,BN-07-240731-12,2024-07-31,2024-08-22,2026-08-22,17445.0,kg,SITE-US-01,Line-1,Released,2024-08-27
BATCH-01597,7,BN-07-240722-13,2024-07-22,2024-08-05,2026-08-05,20361.0,L,SITE-US-01,Line-2,Released,2024-08-06
BATCH-01598,7,BN-07-240813-14,2024-08-13,2024-09-03,2026-09-03,19630.0,L,SITE-AP-01,Line-4,Released,2024-09-08
BATCH-01599,7,BN-07-240727-15,2024-07-27,2024-09-07,2026-09-07,43599.0,kg,SITE-AP-01,Line-2,Released,2024-09-10
BATCH-01600,2,BN-02-240815-16,2024-08-15,2024-09-13,2026-09-13,47711.0,L,SITE-EU-01,Line-1,Released,2024-09-15
BATCH-01601,4,BN-04-240802-17,2024-08-02,2024-08-26,2026-08-26,45002.0,kg,SITE-US-01,Line-4,Released,2024-08-30
BATCH-01602,2,BN-02-240801-18,2024-08-01,2024-08-22,2026-08-22,11331.0,L,SITE-EU-01,Line-2,Released,2024-08-25
BATCH-01603,4,BN-04-240813-19,2024-08-13,2024-08-31,2026-08-31,20653.0,units,SITE-US-01,Line-2,Released,2024-09-03
BATCH-01604,7,BN-07-240815-20,2024-08-15,2024-09-15,2026-09-15,48358.0,L,SITE-US-01,Line-2,Released,2024-09-18
BATCH-01605,4,BN-04-240816-21,2024-08-16,2024-09-07,2026-09-07,15549.0,L,SITE-US-01,Line-4,Released,2024-09-08
BATCH-01606,6,BN-06-240808-22,2024-08-08,2024-08-31,2026-08-31,37456.0,units,SITE-AP-01,Line-3,Released,2024-09-05
BATCH-01607,3,BN-03-240815-23,2024-08-15,2024-09-17,2026-09-17,5913.0,units,SITE-US-01,Line-1,Released,2024-09-18
BATCH-01608,3,BN-03-240813-24,2024-08-13,2024-09-11,2026-09-11,35080.0,units,SITE-EU-01,Line-2,Released,2024-09-16
BATCH-01609,6,BN-06-240719-25,2024-07-19,2024-08-11,2026-08-11,19732.0,units,SITE-EU-01,Line-4,Released,2024-08-15
BATCH-01610,1,BN-01-240803-26,2024-08-03,2024-08-29,2026-08-29,37968.0,units,SITE-EU-01,Line-4,Released,2024-08-31
BATCH-01611,8,BN-08-240727-27,2024-07-27,2024-08-22,2026-08-22,35143.0,units,SITE-AP-01,Line-3,Released,2024-08-22
BATCH-01612,4,BN-04-240807-28,2024-08-07,2024-09-02,2026-09-02,19612.0,L,SITE-EU-01,Line-3,Released,2024-09-05
BATCH-01613,6,BN-06-240729-29,2024-07-29,2024-09-12,2026-09-12,48088.0,kg,SITE-US-01,Line-1,Released,2024-09-12
BATCH-01614,2,BN-02-240726-30,2024-07-26,2024-09-04,2026-09-04,14223.0,L,SITE-AP-01,Line-1,Released,2024-09-04
BATCH-01615,6,BN-06-240802-31,2024-08-02,2024-08-24,2026-08-24,14654.0,L,SITE-AP-01,Line-1,Released,2024-08-24
BATCH-01616,1,BN-01-240806-32,2024-08-06,2024-09-15,2026-09-15,17618.0,units,SITE-EU-01,Line-4,Released,2024-09-16
BATCH-01617,3,BN-03-240726-33,2024-07-26,2024-08-16,2026-08-16,16264.0,units,SITE-US-01,Line-2,Released,2024-08-16
BATCH-01618,7,BN-07-240727-34,2024-07-27,2024-08-20,2026-08-20,36314.0,kg,SITE-EU-01,Line-4,Released,2024-08-21
BATCH-01619,3,BN-03-240722-35,2024-07-22,2024-08-10,2026-08-10,15320.0,units,SITE-EU-01,Line-3,Released,2024-08-10
BATCH-01620,7,BN-07-240730-36,2024-07-30,2024-09-04,2026-09-04,30033.0,kg,SITE-EU-01,Line-1,Released,2024-09-09
BATCH-01621,7,BN-07-240806-37,2024-08-06,2024-08-21,2026-08-21,13665.0,kg,SITE-US-01,Line-2,Released,2024-08-26
BATCH-01622,7,BN-07-240724-38,2024-07-24,2024-08-19,2026-08-19,13894.0,L,SITE-US-01,Line-4,Released,2024-08-19
BATCH-01623,4,BN-04-240726-39,2024-07-26,2024-08-17,2026-08-17,37658.0,units,SITE-AP-01,Line-2,Released,2024-08-19
BATCH-01624,8,BN-08-240816-40,2024-08-16,2024-09-18,2026-09-18,24432.0,units,SITE-AP-01,Line-1,Released,2024-09-19
BATCH-01625,4,BN-04-240719-41,2024-07-19,2024-08-12,2026-08-12,28986.0,units,SITE-EU-01,Line-4,Released,2024-08-12
BATCH-01626,8,BN-08-240724-42,2024-07-24,2024-08-20,2026-08-20,23677.0,L,SITE-US-01,Line-2,Released,2024-08-25
BATCH-01627,3,BN-03-240810-43,2024-08-10,2024-09-14,2026-09-14,12083.0,units,SITE-US-01,Line-2,Released,2024-09-17
BATCH-01628,2,BN-02-240807-44,2024-08-07,2024-09-18,2026-09-18,16710.0,kg,SITE-EU-01,Line-1,Released,2024-09-19
BATCH-01629,3,BN-03-240731-45,2024-07-31,2024-09-12,2026-09-12,44363.0,kg,SITE-EU-01,Line-2,Released,2024-09-12
BATCH-01630,7,BN-07-240810-46,2024-08-10,2024-08-31,2026-08-31,22757.0,units,SITE-US-01,Line-2,Released,2024-08-31
BATCH-01631,2,BN-02-240805-47,2024-08-05,2024-09-02,2026-09-02,15822.0,kg,SITE-AP-01,Line-1,Released,2024-09-03
BATCH-01632,6,BN-06-240721-48,2024-07-21,2024-08-25,2026-08-25,9209.0,L,SITE-AP-01,Line-3,Released,2024-08-29
BATCH-01633,8,BN-08-240724-49,2024-07-24,2024-08-09,2026-08-09,43261.0,kg,SITE-US-01,Line-2,Released,2024-08-10
BATCH-01634,7,BN-07-240721-50,2024-07-21,2024-08-13,2026-08-13,8215.0,units,SITE-AP-01,Line-1,Released,2024-08-18
BATCH-01635,2,BN-02-240908-51,2024-09-08,,,20196.0,kg,SITE-EU-01,Line-1,On Hold,2024-10-09
