training_record_id,employee_id,doc_id,curriculum_id,training_type,delivery_method,assigned_date,due_date,completion_date,assessment_score,assessment_passed,attempt_number,trainer_id,status,waiver_reason
5246,214,DOC-0077,,Refresher,Classroom,2022-05-09,2022-05-21,,,,1,247,Overdue,
5247,214,DOC-0052,,Initial,eLearning,2023-12-08,2023-12-21,2023-12-24,87.0,True,1,169,Completed,
5248,214,DOC-0086,,Refresher,Read-and-Understand,2023-11-15,2023-12-09,2023-12-12,98.1,True,1,279,Completed,
5249,214,DOC-0074,,Change-Driven,eLearning,2022-12-18,2023-01-08,2022-12-30,77.7,False,2,228,Completed,
5250,214,DOC-0025,,Remedial,Read-and-Understand,2022-11-02,2022-11-17,2022-11-07,75.6,False,2,276,Completed,
5251,214,DOC-0093,,Refresher,OJT,2022-05-30,2022-06-10,2022-06-09,75.8,False,2,201,Completed,
5252,214,DOC-0005,,Initial,eLearning,2022-08-08,2022-08-16,2022-08-19,77.4,False,2,177,Completed,
5253,214,DOC-0087,,Refresher,Classroom,2022-04-25,2022-05-03,2022-04-30,71.2,False,2,254,Completed,
5254,214,DOC-0034,,Initial,eLearning,2022-07-19,2022-08-13,2022-08-05,76.1,False,2,173,Completed,
5255,214,DOC-0015,,Change-Driven,eLearning,2022-01-13,2022-02-07,2022-02-11,91.0,True,1,263,Completed,
5256,214,DOC-0023,,Change-Driven,eLearning,2023-08-30,2023-09-25,2023-09-24,82.4,True,1,199,Completed,
5257,214,DOC-0093,,Initial,OJT,2024-07-25,2024-08-21,2024-08-23,83.9,True,1,195,Completed,
5258,214,DOC-0096,,Refresher,eLearning,2024-03-08,2024-03-29,2024-03-09,90.8,True,1,259,Completed,
5259,214,DOC-0095,,Refresher,eLearning,2024-09-21,2024-10-15,2024-10-12,87.6,True,1,238,Completed,
5260,214,DOC-0004,,Change-Driven,eLearning,2022-04-24,2022-05-13,2022-05-15,77.6,False,2,229,Completed,
5261,214,DOC-0064,,Initial,OJT,2023-05-23,2023-06-08,2023-06-07,98.0,True,1,226,Completed,
5262,214,DOC-0094,,Refresher,Read-and-Understand,2024-07-29,2024-08-11,2024-08-01,96.1,True,1,184,Completed,
5263,214,DOC-0041,,Remedial,eLearning,2024-02-23,2024-03-16,2024-03-08,93.8,True,1,189,Completed,
5264,214,DOC-0016,,Refresher,eLearning,2023-02-25,2023-03-09,2023-03-01,96.2,True,1,186,Completed,
5265,214,DOC-0054,,Change-Driven,Classroom,2024-10-21,2024-11-02,2024-10-29,99.3,True,1,165,Completed,
5266,214,DOC-0091,,Refresher,OJT,2023-08-21,2023-09-10,2023-09-07,99.1,True,1,217,Completed,
5267,215,DOC-0005,,Initial,Classroom,2024-08-20,2024-08-31,2024-08-22,92.7,True,1,240,Completed,
5268,215,DOC-0078,,Remedial,Classroom,2024-09-16,2024-09-26,2024-09-24,97.9,True,1,193,Completed,
5269,215,DOC-0072,,Refresher,eLearning,2022-06-16,2022-07-03,2022-06-22,84.7,True,1,255,Completed,
5270,215,DOC-0021,,Remedial,OJT,2024-10-07,2024-10-24,2024-10-22,89.0,True,1,215,Completed,
5271,215,DOC-0011,,Change-Driven,Read-and-Understand,2023-05-05,2023-05-17,2023-05-07,94.0,True,1,260,Completed,
5272,215,DOC-0021,,Refresher,Read-and-Understand,2022-12-16,2022-12-29,2023-01-02,99.4,True,1,235,Completed,
5273,215,DOC-0059,,Initial,Classroom,2022-06-12,2022-06-22,2022-06-16,70.8,False,2,172,Completed,
5274,215,DOC-0097,,Remedial,Classroom,2024-04-09,2024-04-30,2024-04-28,83.2,True,1,237,Completed,
5275,215,DOC-0057,,Initial,eLearning,2024-12-09,2024-12-18,2024-12-16,81.4,True,1,216,Completed,
5276,215,DOC-0070,,Initial,Classroom,2022-12-22,2023-01-11,2023-01-03,87.4,True,1,280,Completed,
5277,215,DOC-0021,,Refresher,Read-and-Understand,2022-08-16,2022-08-27,2022-08-21,72.6,False,2,263,Completed,
5278,215,DOC-0057,,Initial,Read-and-Understand,2022-02-08,2022-03-06,2022-03-05,74.6,False,2,221,Completed,
5279,215,DOC-0027,,Initial,Classroom,2023-06-02,2023-06-27,2023-06-20,95.2,True,1,214,Completed,
5280,215,DOC-0095,,Refresher,eLearning,2022-07-08,2022-07-29,2022-07-17,70.3,False,2,244,Completed,
5281,215,DOC-0015,,Refresher,Classroom,2022-09-20,2022-09-27,2022-09-23,92.1,True,1,192,Completed,
5282,215,DOC-0061,,Remedial,Classroom,2022-01-26,2022-02-05,2022-02-05,90.3,True,1,222,Completed,
5283,215,DOC-0013,,Initial,OJT,2024-01-22,2024-02-14,2024-02-11,92.4,True,1,224,Completed,
5284,215,DOC-0072,,Initial,Read-and-Understand,2022-07-20,2022-08-19,2022-08-12,87.9,True,1,233,Completed,
5285,215,DOC-0088,,Initial,Classroom,2022-06-07,2022-07-02,2022-07-01,90.0,True,1,276,Completed,
5286,215,DOC-0035,,Initial,Read-and-Understand,2022-11-22,2022-12-02,2022-11-24,97.3,True,1,169,Completed,
5287,215,DOC-0001,,Refresher,Read-and-Understand,2022-05-16,2022-06-15,2022-05-26,84.4,True,1,205,Completed,
5288,215,DOC-0025,,Initial,Read-and-Understand,2023-03-12,2023-04-03,2023-04-02,88.8,True,1,214,Completed,
5289,215,DOC-0097,,Refresher,eLearning,2023-09-21,2023-10-03,2023-10-05,93.1,True,1,194,Completed,
5290,215,DOC-0018,,Refresher,eLearning,2023-02-18,2023-03-07,2023-03-06,90.3,True,1,165,Completed,
5291,216,DOC-0010,,Initial,Classroom,2024-04-11,2024-04-22,2024-04-27,82.0,True,1,271,Completed,
5292,216,DOC-0090,,Initial,OJT,2023-09-22,2023-10-15,2023-10-13,79.5,False,2,190,Completed,
5293,216,DOC-0011,,Refresher,Read-and-Understand,2022-02-17,2022-03-08,2022-02-19,91.7,True,1,179,Completed,
5294,216,DOC-0079,,Initial,Classroom,2023-09-14,2023-10-01,2023-09-26,96.1,True,1,170,Completed,
5295,216,DOC-0085,,Change-Driven,Classroom,2023-06-18,2023-07-11,2023-07-06,72.2,False,2,271,Completed,
5296,216,DOC-0076,,Change-Driven,Read-and-Understand,2024-01-17,2024-02-14,2024-01-31,89.2,True,1,179,Completed,
5297,216,DOC-0056,,Change-Driven,Classroom,2022-12-18,2023-01-01,2022-12-19,80.1,True,1,187,Completed,
5298,216,DOC-0020,,Initial,eLearning,2023-01-14,2023-02-13,2023-01-25,84.5,True,1,250,Completed,
5299,216,DOC-0024,,Remedial,Read-and-Understand,2023-08-04,2023-08-12,2023-08-16,85.5,True,1,237,Completed,
5300,216,DOC-0096,,Initial,eLearning,2023-06-15,2023-07-14,2023-07-16,95.4,True,1,257,Completed,
5301,216,DOC-0003,,Refresher,eLearning,2024-08-22,2024-09-18,2024-08-25,92.5,True,1,163,Completed,
5302,216,DOC-0053,,Refresher,Read-and-Understand,2024-07-10,2024-07-26,2024-07-27,81.5,True,1,197,Completed,
5303,216,DOC-0093,,Refresher,Read-and-Understand,2022-02-16,2022-03-15,2022-03-06,95.1,True,1,268,Completed,
5304,216,DOC-0083,,Initial,Classroom,2024-01-28,2024-02-04,2024-02-05,99.2,True,1,241,Completed,
5305,216,DOC-0032,,Refresher,eLearning,2023-01-10,2023-01-20,2023-01-23,73.6,False,2,196,Completed,
5306,216,DOC-0092,,Change-Driven,eLearning,2022-05-07,2022-05-23,2022-05-20,81.0,True,1,170,Completed,
5307,216,DOC-0092,,Initial,Read-and-Understand,2024-05-22,2024-05-30,2024-05-25,91.3,True,1,203,Completed,
5308,216,DOC-0092,,Refresher,eLearning,2024-05-14,2024-06-05,2024-06-03,74.7,False,2,270,Completed,
5309,216,DOC-0036,,Refresher,Read-and-Understand,2022-07-19,2022-08-09,2022-08-10,72.0,False,2,166,Completed,
5310,216,DOC-0069,,Refresher,eLearning,2024-03-08,2024-03-26,2024-03-29,97.8,True,1,239,Completed,
5311,216,DOC-0020,,Refresher,Classroom,2022-08-27,2022-09-25,2022-09-11,94.5,True,1,207,Completed,
5312,216,DOC-0062,,Refresher,Classroom,2023-07-18,2023-07-27,2023-07-21,91.4,True,1,247,Completed,
5313,216,DOC-0033,,Refresher,Read-and-Understand,2023-07-01,2023-07-17,2023-07-04,86.2,True,1,190,Completed,
5314,216,DOC-0078,,Refresher,Read-and-Understand,2022-04-17,2022-05-02,2022-04-19,85.2,True,1,227,Completed,
5315,216,DOC-0098,,Initial,eLearning,2023-04-20,2023-05-07,2023-05-01,89.0,True,1,165,Completed,
5316,216,DOC-0076,,Change-Driven,eLearning,2023-03-23,2023-04-01,2023-04-04,75.5,False,2,261,Completed,
5317,216,DOC-0084,,Change-Driven,eLearning,2023-11-18,2023-12-02,2023-11-25,88.9,True,1,182,Completed,
5318,216,DOC-0055,,Refresher,eLearning,2024-04-28,2024-05-17,2024-05-20,71.4,False,2,213,Completed,
5319,216,DOC-0098,,Refresher,eLearning,2022-03-30,2022-04-25,2022-04-04,85.5,True,1,169,Completed,
5320,217,DOC-0092,,Initial,eLearning,2022-09-01,2022-09-28,2022-09-07,80.8,True,1,172,Completed,
5321,217,DOC-0043,,Refresher,Read-and-Understand,2024-01-27,2024-02-11,2024-02-11,99.5,True,1,172,Completed,
5322,217,DOC-0083,,Initial,Classroom,2023-07-14,2023-07-23,2023-07-19,97.5,True,1,221,Completed,
5323,217,DOC-0053,,Remedial,Classroom,2023-08-18,2023-09-17,2023-09-20,70.6,False,2,251,Completed,
5324,217,DOC-0088,,Refresher,Read-and-Understand,2023-06-01,2023-06-27,2023-06-06,81.4,True,1,255,Completed,
5325,217,DOC-0095,,Initial,eLearning,2024-10-24,2024-11-11,2024-11-06,78.3,False,2,179,Completed,
5326,217,DOC-0099,,Initial,Classroom,2022-08-08,2022-08-18,2022-08-12,72.3,False,2,190,Completed,
5327,217,DOC-0054,,Initial,Classroom,2024-05-16,2024-06-08,2024-06-05,79.5,False,2,257,Completed,
5328,217,DOC-0073,,Refresher,Read-and-Understand,2024-07-04,2024-07-21,2024-07-10,95.7,True,1,223,Completed,
5329,217,DOC-0005,,Initial,OJT,2022-04-27,2022-05-15,2022-05-14,91.0,True,1,273,Completed,
5330,217,DOC-0019,,Refresher,Read-and-Understand,2022-03-08,2022-04-06,2022-03-14,91.2,True,1,237,Completed,
5331,217,DOC-0053,,Change-Driven,Read-and-Understand,2022-12-31,2023-01-26,2023-01-19,91.7,True,1,242,Completed,
5332,217,DOC-0056,,Initial,Read-and-Understand,2022-07-07,2022-07-20,2022-07-18,93.8,True,1,187,Completed,
5333,217,DOC-0064,,Initial,eLearning,2023-06-13,2023-07-10,2023-06-23,73.7,False,2,214,Completed,
5334,217,DOC-0079,,Refresher,Read-and-Understand,2024-11-15,2024-12-04,2024-12-08,91.5,True,1,218,Completed,
5335,217,DOC-0012,,Remedial,eLearning,2024-01-12,2024-01-30,2024-01-23,81.6,True,1,248,Completed,
5336,217,DOC-0037,,Change-Driven,eLearning,2024-10-14,2024-11-03,2024-10-28,95.4,True,1,197,Completed,
5337,218,DOC-0059,,Refresher,eLearning,2024-11-10,2024-11-28,2024-12-03,96.1,True,1,204,Completed,
5338,218,DOC-0016,,Initial,eLearning,2022-03-01,2022-03-26,2022-03-21,93.2,True,1,270,Completed,
5339,218,DOC-0028,,Initial,Read-and-Understand,2022-09-20,2022-10-09,2022-10-03,92.9,True,1,254,Completed,
5340,218,DOC-0013,,Refresher,eLearning,2022-04-23,2022-05-07,2022-05-01,70.8,False,2,190,Completed,
5341,218,DOC-0001,,Refresher,Classroom,2022-11-29,2022-12-14,2022-12-15,82.6,True,1,244,Completed,
5342,218,DOC-0072,,Refresher,OJT,2024-07-01,2024-07-31,2024-07-20,72.7,False,2,240,Completed,
5343,218,DOC-0085,,Refresher,Classroom,2022-05-16,2022-05-23,2022-05-19,96.9,True,1,182,Completed,
5344,218,DOC-0023,,Refresher,eLearning,2023-08-05,2023-08-28,2023-08-09,80.2,True,1,186,Completed,
5345,218,DOC-0034,,Change-Driven,Read-and-Understand,2023-02-20,2023-03-08,2023-02-23,83.2,True,1,167,Completed,
5346,218,DOC-0030,,Refresher,Read-and-Understand,2023-12-03,2023-12-25,2023-12-05,80.0,True,1,280,Completed,
5347,218,DOC-0083,,Initial,Classroom,2023-09-23,2023-10-18,,,,1,223,Overdue,
5348,218,DOC-0048,,Initial,Classroom,2022-05-01,2022-05-21,2022-05-19,98.7,True,1,276,Completed,
5349,218,DOC-0089,,Refresher,Read-and-Understand,2023-01-12,2023-02-04,2023-01-19,81.3,True,1,279,Completed,
5350,218,DOC-0030,,Initial,Classroom,2023-05-31,2023-06-28,2023-06-05,94.2,True,1,262,Completed,
5351,218,DOC-0013,,Initial,Read-and-Understand,2024-03-28,2024-04-15,2024-04-11,98.5,True,1,267,Completed,
5352,218,DOC-0004,,Refresher,eLearning,2023-12-09,2023-12-25,2023-12-22,87.1,True,1,179,Completed,
5353,218,DOC-0050,,Remedial,eLearning,2022-12-28,2023-01-18,2023-01-11,92.9,True,1,240,Completed,
5354,218,DOC-0032,,Refresher,eLearning,2022-03-17,2022-03-25,2022-03-28,74.4,False,2,260,Completed,
5355,218,DOC-0010,,Initial,OJT,2022-07-07,2022-07-29,2022-07-19,80.6,True,1,191,Completed,
5356,218,DOC-0015,,Initial,Read-and-Understand,2024-09-17,2024-10-03,2024-09-20,73.1,False,2,262,Completed,
5357,218,DOC-0075,,Refresher,Classroom,2022-11-22,2022-12-12,2022-11-30,82.6,True,1,221,Completed,
5358,218,DOC-0025,,Initial,Read-and-Understand,2024-01-30,2024-02-17,2024-02-02,70.7,False,2,229,Completed,
5359,218,DOC-0055,,Initial,eLearning,2024-12-01,2024-12-21,2024-12-21,78.8,False,2,262,Completed,
5360,218,DOC-0061,,Refresher,Read-and-Understand,2023-12-30,2024-01-18,2024-01-09,79.4,False,2,165,Completed,
5361,218,DOC-0078,,Initial,Classroom,2024-03-20,2024-04-04,,,,1,226,Overdue,
5362,219,DOC-0009,,Change-Driven,OJT,2024-06-09,2024-06-16,2024-06-11,74.6,False,2,199,Completed,
5363,219,DOC-0034,,Change-Driven,eLearning,2022-09-29,2022-10-29,2022-10-05,79.3,False,2,178,Completed,
5364,219,DOC-0062,,Initial,eLearning,2023-07-11,2023-07-21,2023-07-18,77.5,False,2,178,Completed,
5365,219,DOC-0018,,Initial,eLearning,2024-10-19,2024-10-28,2024-10-22,99.2,True,1,171,Completed,
5366,219,DOC-0086,,Change-Driven,Read-and-Understand,2022-08-05,2022-08-21,2022-08-18,74.9,False,2,226,Completed,
5367,219,DOC-0025,,Refresher,Read-and-Understand,2022-09-26,2022-10-23,2022-10-15,79.7,False,2,258,Completed,
5368,219,DOC-0074,,Refresher,Read-and-Understand,2022-09-13,2022-10-10,2022-09-17,95.7,True,1,272,Completed,
5369,219,DOC-0099,,Refresher,Classroom,2022-02-26,2022-03-28,2022-03-13,92.0,True,1,169,Completed,
5370,219,DOC-0061,,Change-Driven,Classroom,2022-10-24,2022-11-02,2022-11-05,72.6,False,2,274,Completed,
5371,219,DOC-0060,,Initial,OJT,2023-08-03,2023-08-18,2023-08-05,71.8,False,2,243,Completed,
5372,219,DOC-0012,,Remedial,eLearning,2022-11-28,2022-12-09,2022-12-12,79.0,False,2,217,Completed,
5373,219,DOC-0022,,Change-Driven,eLearning,2023-09-01,2023-09-28,2023-09-24,96.2,True,1,234,Completed,
5374,219,DOC-0027,,Refresher,eLearning,2023-09-16,2023-10-08,2023-09-25,98.7,True,1,276,Completed,
5375,219,DOC-0025,,Initial,eLearning,2022-11-06,2022-11-23,2022-11-22,84.3,True,1,242,Completed,
5376,219,DOC-0053,,Change-Driven,eLearning,2024-06-24,2024-07-03,2024-07-03,77.7,False,2,206,Completed,
5377,219,DOC-0037,,Refresher,eLearning,2024-04-08,2024-04-19,2024-04-19,80.3,True,1,206,Completed,
5378,219,DOC-0045,,Refresher,Read-and-Understand,2024-10-21,2024-11-07,,,,1,269,Assigned,
5379,219,DOC-0082,,Initial,Classroom,2024-12-20,2025-01-14,2024-12-22,76.6,False,2,280,Completed,
5380,219,DOC-0033,,Remedial,eLearning,2023-07-15,2023-08-14,2023-08-07,93.6,True,1,251,Completed,
5381,219,DOC-0078,,Initial,eLearning,2022-08-03,2022-08-13,2022-08-16,95.1,True,1,229,Completed,
5382,219,DOC-0027,,Initial,Read-and-Understand,2022-10-24,2022-11-23,2022-10-30,97.0,True,1,215,Completed,
5383,219,DOC-0013,,Refresher,eLearning,2024-07-15,2024-08-04,2024-07-18,92.8,True,1,247,Completed,
5384,219,DOC-0013,,Initial,Classroom,2022-03-03,2022-03-14,2022-03-11,76.6,False,2,280,Completed,
5385,219,DOC-0019,,Initial,Read-and-Understand,2024-10-22,2024-11-01,2024-10-23,97.1,True,1,272,Completed,
5386,219,DOC-0079,,Initial,eLearning,2024-09-08,2024-09-17,2024-09-14,77.7,False,2,192,Completed,
5387,219,DOC-0072,,Refresher,OJT,2022-04-19,2022-04-27,2022-04-26,82.3,True,1,170,Completed,
5388,220,DOC-0027,,Remedial,OJT,2023-05-24,2023-06-12,2023-06-01,93.1,True,1,210,Completed,
5389,220,DOC-0036,,Refresher,eLearning,2024-05-29,2024-06-23,2024-06-17,90.4,True,1,280,Completed,
5390,220,DOC-0073,,Refresher,Classroom,2022-10-21,2022-10-28,2022-10-30,86.7,True,1,188,Completed,
5391,220,DOC-0020,,Refresher,Read-and-Understand,2024-01-25,2024-02-15,2024-02-08,75.5,False,2,272,Completed,
5392,220,DOC-0062,,Initial,eLearning,2024-09-03,2024-09-15,2024-09-08,80.9,True,1,238,Completed,
5393,220,DOC-0079,,Initial,eLearning,2024-04-09,2024-04-29,2024-04-14,80.2,True,1,178,Completed,
5394,220,DOC-0099,,Refresher,OJT,2022-03-18,2022-03-25,2022-03-23,71.4,False,2,226,Completed,
5395,220,DOC-0021,,Refresher,eLearning,2022-09-24,2022-10-05,2022-10-04,85.4,True,1,169,Completed,
5396,220,DOC-0064,,Remedial,eLearning,2024-11-18,2024-12-05,2024-12-05,94.7,True,1,167,Completed,
5397,220,DOC-0045,,Refresher,Classroom,2023-04-22,2023-05-16,2023-05-08,99.7,True,1,162,Completed,
5398,220,DOC-0087,,Refresher,Classroom,2023-01-21,2023-02-12,2023-02-17,75.7,False,2,221,Completed,
5399,220,DOC-0019,,Refresher,Classroom,2022-03-22,2022-04-04,2022-03-26,91.3,True,1,193,Completed,
5400,220,DOC-0088,,Initial,eLearning,2024-04-07,2024-05-07,2024-04-10,72.6,False,2,228,Completed,
5401,220,DOC-0019,,Refresher,Classroom,2022-12-24,2023-01-06,2023-01-02,99.2,True,1,165,Completed,
5402,220,DOC-0070,,Refresher,Read-and-Understand,2023-03-27,2023-04-12,2023-04-01,81.3,True,1,211,Completed,
5403,220,DOC-0040,,Refresher,OJT,2023-09-25,2023-10-04,2023-10-09,84.2,True,1,198,Completed,
5404,220,DOC-0044,,Change-Driven,eLearning,2023-07-19,2023-07-29,2023-07-23,81.4,True,1,235,Completed,
5405,220,DOC-0068,,Refresher,eLearning,2024-12-09,2025-01-07,2024-12-22,75.0,False,2,198,Completed,
5406,220,DOC-0093,,Refresher,eLearning,2024-12-14,2024-12-23,2024-12-20,98.5,True,1,203,Completed,
5407,220,DOC-0091,,Remedial,eLearning,2023-04-17,2023-05-13,2023-05-08,75.5,False,2,178,Completed,
5408,220,DOC-0042,,Refresher,Read-and-Understand,2022-02-27,2022-03-06,2022-03-03,71.5,False,2,279,Completed,
5409,220,DOC-0026,,Refresher,eLearning,2024-09-01,2024-09-21,2024-09-07,84.1,True,1,186,Completed,
5410,220,DOC-0032,,Refresher,eLearning,2022-09-30,2022-10-10,2022-10-06,96.2,True,1,212,Completed,
5411,220,DOC-0027,,Refresher,Read-and-Understand,2022-03-23,2022-04-05,2022-03-28,85.3,True,1,215,Completed,
5412,220,DOC-0060,,Refresher,Classroom,2023-07-10,2023-07-24,2023-07-23,70.7,False,2,227,Completed,
5413,221,DOC-0031,,Refresher,OJT,2024-03-14,2024-03-25,2024-03-18,98.0,True,1,161,Completed,
5414,221,DOC-0056,,Initial,Read-and-Understand,2022-03-23,2022-04-21,2022-04-22,99.3,True,1,227,Completed,
5415,221,DOC-0002,,Remedial,eLearning,2024-03-09,2024-04-06,2024-04-01,72.2,False,2,176,Completed,
5416,221,DOC-0099,,Change-Driven,Classroom,2023-07-19,2023-07-31,2023-08-03,99.9,True,1,211,Completed,
5417,221,DOC-0071,,Change-Driven,eLearning,2024-03-07,2024-04-06,2024-04-01,78.9,False,2,256,Completed,
5418,221,DOC-0059,,Refresher,eLearning,2022-07-22,2022-08-03,2022-07-31,88.6,True,1,272,Completed,
5419,221,DOC-0041,,Refresher,Classroom,2024-11-15,2024-12-11,2024-11-20,76.6,False,2,179,Completed,
5420,221,DOC-0062,,Initial,OJT,2022-03-12,2022-03-28,2022-03-22,98.7,True,1,263,Completed,
5421,221,DOC-0047,,Change-Driven,eLearning,2024-05-02,2024-05-13,2024-05-09,86.0,True,1,212,Completed,
5422,221,DOC-0064,,Remedial,Read-and-Understand,2023-01-03,2023-01-28,2023-01-11,83.6,True,1,243,Completed,
5423,221,DOC-0063,,Refresher,eLearning,2022-05-01,2022-05-31,2022-05-18,73.6,False,2,172,Completed,
5424,221,DOC-0026,,Refresher,Classroom,2022-04-18,2022-05-10,2022-04-30,74.4,False,2,186,Completed,
5425,221,DOC-0045,,Refresher,Read-and-Understand,2022-12-13,2023-01-09,2023-01-06,97.3,True,1,270,Completed,
5426,221,DOC-0071,,Refresher,Read-and-Understand,2023-02-07,2023-03-04,2023-03-06,89.8,True,1,161,Completed,
5427,221,DOC-0027,,Refresher,Read-and-Understand,2022-04-21,2022-05-13,2022-05-16,77.0,False,2,213,Completed,
5428,221,DOC-0034,,Refresher,eLearning,2022-10-30,2022-11-29,2022-11-25,73.0,False,2,264,Completed,
5429,221,DOC-0063,,Initial,Classroom,2022-09-09,2022-10-08,2022-09-22,93.5,True,1,164,Completed,
5430,221,DOC-0026,,Change-Driven,eLearning,2022-04-16,2022-05-10,2022-05-06,75.5,False,2,191,Completed,
5431,221,DOC-0087,,Change-Driven,eLearning,2022-06-13,2022-06-22,2022-06-14,95.8,True,1,167,Completed,
5432,221,DOC-0066,,Initial,Read-and-Understand,2022-01-31,2022-02-16,2022-02-15,95.3,True,1,230,Completed,
5433,221,DOC-0013,,Initial,OJT,2022-12-12,2023-01-10,2022-12-28,77.4,False,2,193,Completed,
5434,221,DOC-0018,,Refresher,Classroom,2022-10-26,2022-11-25,2022-11-01,92.4,True,1,279,Completed,
5435,222,DOC-0023,,Refresher,Classroom,2022-08-17,2022-09-16,2022-08-28,84.3,True,1,217,Completed,
5436,222,DOC-0003,,Initial,eLearning,2024-09-05,2024-09-25,2024-09-28,77.6,False,2,201,Completed,
5437,222,DOC-0008,,Refresher,eLearning,2022-10-12,2022-10-21,2022-10-14,97.2,True,1,270,Completed,
5438,222,DOC-0034,,Refresher,OJT,2022-05-22,2022-05-30,2022-05-29,98.7,True,1,184,Completed,
5439,222,DOC-0001,,Change-Driven,eLearning,2022-02-20,2022-03-20,2022-02-25,90.8,True,1,176,Completed,
5440,222,DOC-0049,,Change-Driven,eLearning,2022-07-18,2022-08-13,2022-08-01,80.0,True,1,180,Completed,
5441,222,DOC-0028,,Initial,eLearning,2024-11-13,2024-12-11,2024-11-29,94.1,True,1,257,Completed,
5442,222,DOC-0095,,Initial,Classroom,2023-05-15,2023-06-13,2023-06-13,83.2,True,1,265,Completed,
5443,222,DOC-0048,,Refresher,Read-and-Understand,2023-02-22,2023-03-10,,,,1,224,Overdue,
5444,222,DOC-0008,,Change-Driven,Read-and-Understand,2022-09-07,2022-09-20,2022-09-18,85.0,True,1,176,Completed,
5445,222,DOC-0048,,Initial,Classroom,2024-02-06,2024-02-24,,,,1,192,Overdue,
5446,222,DOC-0001,,Refresher,Read-and-Understand,2024-10-31,2024-11-22,2024-11-01,92.8,True,1,227,Completed,
5447,222,DOC-0004,,Initial,eLearning,2023-09-25,2023-10-04,2023-09-28,96.6,True,1,176,Completed,
5448,222,DOC-0007,,Initial,Classroom,2022-01-10,2022-01-30,2022-01-12,91.2,True,1,277,Completed,
5449,222,DOC-0050,,Refresher,eLearning,2024-08-23,2024-09-07,2024-09-12,84.1,True,1,234,Completed,
5450,222,DOC-0025,,Initial,Read-and-Understand,2022-08-03,2022-08-23,2022-08-27,87.8,True,1,230,Completed,
5451,222,DOC-0031,,Refresher,eLearning,2024-01-21,2024-02-08,2024-02-09,70.9,False,2,274,Completed,
5452,222,DOC-0063,,Initial,Classroom,2022-06-20,2022-07-12,2022-07-01,80.0,True,1,209,Completed,
5453,222,DOC-0033,,Refresher,eLearning,2023-04-28,2023-05-09,2023-05-07,93.4,True,1,264,Completed,
5454,222,DOC-0069,,Initial,Classroom,2022-07-26,2022-08-12,2022-08-15,88.4,True,1,251,Completed,
5455,222,DOC-0083,,Initial,eLearning,2022-11-23,2022-12-12,2022-11-30,71.6,False,2,265,Completed,
5456,222,DOC-0037,,Refresher,eLearning,2024-11-15,2024-11-26,2024-11-19,94.2,True,1,259,Completed,
5457,222,DOC-0027,,Remedial,eLearning,2022-08-14,2022-08-22,2022-08-23,94.6,True,1,187,Completed,
5458,222,DOC-0089,,Initial,Classroom,2023-01-10,2023-01-26,2023-01-14,80.3,True,1,271,Completed,
5459,222,DOC-0075,,Initial,Read-and-Understand,2024-03-27,2024-04-18,2024-04-04,88.4,True,1,233,Completed,
5460,222,DOC-0058,,Refresher,Classroom,2022-12-28,2023-01-20,2023-01-15,93.2,True,1,229,Completed,
5461,222,DOC-0033,,Refresher,OJT,2022-03-18,2022-04-08,2022-03-28,76.9,False,2,261,Completed,
5462,223,DOC-0046,,Remedial,OJT,2024-07-06,2024-08-04,2024-08-01,88.6,True,1,227,Completed,
5463,223,DOC-0091,,Remedial,Read-and-Understand,2024-06-10,2024-07-09,2024-07-11,71.8,False,2,254,Completed,
5464,223,DOC-0037,,Remedial,Read-and-Understand,2022-11-08,2022-12-06,2022-12-10,71.2,False,2,208,Completed,
5465,223,DOC-0048,,Initial,Read-and-Understand,2024-09-01,2024-09-22,2024-09-27,94.3,True,1,167,Completed,
5466,223,DOC-0093,,Refresher,Classroom,2023-10-20,2023-11-18,2023-11-23,91.6,True,1,216,Completed,
5467,223,DOC-0035,,Initial,eLearning,2023-03-28,2023-04-14,2023-04-05,95.3,True,1,221,Completed,
5468,223,DOC-0063,,Refresher,OJT,2024-04-25,2024-05-16,2024-05-01,96.2,True,1,193,Completed,
5469,223,DOC-0094,,Refresher,eLearning,2022-06-07,2022-06-16,2022-06-18,70.1,False,2,224,Completed,
5470,223,DOC-0093,,Initial,OJT,2022-04-26,2022-05-17,2022-05-09,82.0,True,1,243,Completed,
5471,223,DOC-0099,,Initial,Classroom,2022-11-06,2022-11-28,2022-11-15,83.6,True,1,258,Completed,
5472,223,DOC-0055,,Initial,Classroom,2024-08-21,2024-09-05,2024-09-05,71.9,False,2,275,Completed,
5473,223,DOC-0046,,Refresher,Classroom,2022-09-30,2022-10-20,2022-10-22,94.2,True,1,204,Completed,
5474,223,DOC-0057,,Change-Driven,eLearning,2024-04-15,2024-05-13,2024-04-23,74.9,False,2,272,Completed,
5475,223,DOC-0046,,Initial,Read-and-Understand,2024-05-08,2024-05-25,2024-05-20,98.1,True,1,163,Completed,
5476,223,DOC-0062,,Initial,Read-and-Understand,2023-07-24,2023-08-06,2023-07-31,85.9,True,1,270,Completed,
5477,223,DOC-0002,,Refresher,Read-and-Understand,2024-08-31,2024-09-27,2024-09-14,76.8,False,2,197,Completed,
5478,223,DOC-0022,,Initial,Read-and-Understand,2023-02-04,2023-02-28,2023-02-22,97.1,True,1,230,Completed,
